Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Dep_Hr,Dep_Min,Arr_Hr,Arr_Min,Duration_Hr,Duration_Min,Duration_bool
Air Asia,21/06/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2:35,0,No Info,3807,21,JUN,2019,10,20,12,55,2,35.0,155.0
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2:35,0,No Info,4804,18,MAY,2019,4,40,7,15,2,35.0,155.0
IndiGo,09/03/2019,Banglore,New Delhi,BLR → HYD → DEL,07:30,12:20,4:50,1,No Info,5694,9,MAR,2019,7,30,12,20,4,50.0,290.0
IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20,2:50,0,No Info,4077,15,JUN,2019,23,30,2,20,2,50.0,170.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11:45,1,No Info,14781,1,MAY,2019,6,30,18,15,11,45.0,705.0
IndiGo,9/05/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2:35,0,No Info,5224,9,MAY,2019,11,30,14,5,2,35.0,155.0
IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05,2:40,0,No Info,4804,24,APR,2019,21,25,0,5,2,40.0,160.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40,22:10,1,In-flight meal not included,8586,21,MAY,2019,6,30,4,40,22,10.0,1330.0
Air India,21/05/2019,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15,25:15,1,No Info,7662,21,MAY,2019,12,0,13,15,25,15.0,1515.0
Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,09:55,18:50,8:55,1,No Info,18550,3,MAR,2019,9,55,18,50,8,55.0,535.0
Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6:25,1,No Info,8610,12,JUN,2019,17,0,23,25,6,25.0,385.0
Air India,6/06/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25,19:25,2,No Info,12009,6,JUN,2019,10,0,5,25,19,25.0,1165.0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05,28:5,1,No Info,14151,18,MAY,2019,17,0,21,5,28,5.0,1685.0
Air India,9/04/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2:50,0,No Info,4729,9,APR,2019,5,10,8,0,2,50.0,170.0
Air India,3/03/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2:50,0,No Info,7931,3,MAR,2019,5,10,8,0,2,50.0,170.0
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,12:35,25:5,1,In-flight meal not included,12898,21,MAY,2019,11,30,12,35,25,5.0,1505.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,06:50,04:25,21:35,1,No Info,16289,9,MAR,2019,6,50,4,25,21,35.0,1295.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00,21:35,2,No Info,13292,3,JUN,2019,21,25,19,0,21,35.0,1295.0
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:30,7:15,1,No Info,13377,15,JUN,2019,18,15,1,30,7,15.0,435.0
Air Asia,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15:55,1,No Info,5192,12,JUN,2019,7,35,23,30,15,55.0,955.0
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7:35,1,In-flight meal not included,7268,24,JUN,2019,11,40,19,15,7,35.0,455.0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45,13:20,1,In-flight meal not included,12384,24,MAY,2019,20,25,9,45,13,20.0,800.0
IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2:50,0,No Info,5694,15,MAR,2019,4,0,6,50,2,50.0,170.0
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30,12:30,1,No Info,7198,6,JUN,2019,13,0,1,30,12,30.0,750.0
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10:50,1,In-flight meal not included,6540,21,MAR,2019,8,0,18,50,10,50.0,650.0
Jet Airways,3/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1:30,0,In-flight meal not included,3210,3,JUN,2019,19,35,21,5,1,30.0,90.0
SpiceJet,18/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2:35,0,No Info,3873,18,JUN,2019,6,55,9,30,2,35.0,155.0
Air Asia,21/04/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2:45,0,No Info,4483,21,APR,2019,11,10,13,55,2,45.0,165.0
Air Asia,15/05/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5:40,1,No Info,6752,15,MAY,2019,16,45,22,25,5,40.0,340.0
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2:55,0,No Info,4823,12,APR,2019,7,10,10,5,2,55.0,175.0
Air India,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,08:55,12:25,1,No Info,10203,6,MAY,2019,20,30,8,55,12,25.0,745.0
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40,2:20,0,No Info,3873,18,MAY,2019,22,20,0,40,2,20.0,140.0
SpiceJet,27/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1:20,0,No Info,2017,27,MAR,2019,13,10,14,30,1,20.0,80.0
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40,20:15,1,In-flight meal not included,8586,6,JUN,2019,8,25,4,40,20,15.0,1215.0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,10:25,11:35,1,1 Long layover,31825,1,MAR,2019,22,50,10,25,11,35.0,695.0
Air India,15/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,13:45,27:45,2,No Info,16057,15,MAY,2019,10,0,13,45,27,45.0,1665.0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25,26:10,1,In-flight meal not included,10262,6,JUN,2019,2,15,4,25,26,10.0,1570.0
IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30,5:5,1,No Info,6593,1,JUN,2019,20,25,1,30,5,5.0,305.0
SpiceJet,24/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05,2:55,0,No Info,3971,24,JUN,2019,21,10,0,5,2,55.0,175.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,19:15,18:50,23:35,1,No Info,16289,9,MAR,2019,19,15,18,50,23,35.0,1415.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45,24:10,1,In-flight meal not included,9314,1,MAY,2019,9,35,9,45,24,10.0,1450.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00,21:35,1,In-flight meal not included,9314,1,MAY,2019,20,25,18,0,21,35.0,1295.0
Air Asia,15/06/2019,Delhi,Cochin,DEL → BLR → COK,20:45,07:10,10:25,1,No Info,6253,15,JUN,2019,20,45,7,10,10,25.0,625.0
Air Asia,15/04/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15:55,1,No Info,5192,15,APR,2019,7,35,23,30,15,55.0,955.0
Air India,1/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45,28:20,2,No Info,16372,1,MAY,2019,9,25,13,45,28,20.0,1700.0
Vistara,24/04/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2:50,0,No Info,5403,24,APR,2019,11,30,14,20,2,50.0,170.0
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7:20,1,No Info,11200,27,MAR,2019,11,30,18,50,7,20.0,440.0
IndiGo,12/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2:25,0,No Info,3858,12,JUN,2019,11,35,14,0,2,25.0,145.0
IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2:35,0,No Info,4174,6,APR,2019,15,30,18,5,2,35.0,155.0
Air India,27/04/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3:5,0,No Info,5411,27,APR,2019,18,5,21,10,3,5.0,185.0
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1:30,0,No Info,3175,15,MAY,2019,16,55,18,25,1,30.0,90.0
IndiGo,24/05/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2:20,0,No Info,3858,24,MAY,2019,14,45,17,5,2,20.0,140.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40,8:40,1,No Info,13941,1,MAY,2019,20,0,4,40,8,40.0,520.0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05,25:40,1,In-flight meal not included,10539,9,JUN,2019,20,25,22,5,25,40.0,1540.0
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,10:05,13:00,2:55,0,No Info,6860,9,MAR,2019,10,5,13,0,2,55.0,175.0
Vistara,6/03/2019,Delhi,Cochin,DEL → COK,14:55,17:50,2:55,0,No Info,8001,6,MAR,2019,14,55,17,50,2,55.0,175.0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00,20:10,1,In-flight meal not included,10262,27,JUN,2019,22,50,19,0,20,10.0,1210.0
Vistara,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6:25,1,No Info,8085,6,MAY,2019,17,0,23,25,6,25.0,385.0
IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,00:25,03:15,2:50,0,No Info,3419,27,JUN,2019,0,25,3,15,2,50.0,170.0
Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,13:45,27:45,2,No Info,15164,1,MAY,2019,10,0,13,45,27,45.0,1665.0
IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,17:15,20:00,2:45,0,No Info,6565,24,MAR,2019,17,15,20,0,2,45.0,165.0
Jet Airways,27/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50,13:25,2,In-flight meal not included,9254,27,MAR,2019,5,25,18,50,13,25.0,805.0
Air Asia,6/06/2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3:40,1,No Info,6857,6,JUN,2019,6,50,10,30,3,40.0,220.0
Air India,12/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,01:20,18:20,2,No Info,12140,12,MAY,2019,7,0,1,20,18,20.0,1100.0
SpiceJet,6/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2:25,0,No check-in baggage included,3841,6,JUN,2019,9,0,11,25,2,25.0,145.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11:25,1,No Info,14781,6,MAY,2019,8,25,19,50,11,25.0,685.0
Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,07:40,21:40,1,No Info,8372,18,MAY,2019,10,0,7,40,21,40.0,1300.0
Air India,1/04/2019,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,16:45,23:15,30:30,3,No Info,8607,1,APR,2019,16,45,23,15,30,30.0,1830.0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25,7:30,1,No Info,15554,18,MAY,2019,20,55,4,25,7,30.0,450.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,19:50,22:40,1,In-flight meal not included,10844,21,MAY,2019,21,10,19,50,22,40.0,1360.0
IndiGo,24/05/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1:30,0,No Info,4392,24,MAY,2019,12,0,13,30,1,30.0,90.0
Air India,27/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2:45,0,No Info,6961,27,MAY,2019,17,0,19,45,2,45.0,165.0
Air India,18/05/2019,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13:15,1,No Info,8907,18,MAY,2019,9,45,23,0,13,15.0,795.0
IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13:55,1,No Info,6442,15,JUN,2019,8,35,22,30,13,55.0,835.0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9:30,1,In-flight meal not included,8586,15,MAY,2019,14,5,23,35,9,30.0,570.0
Air India,15/05/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15,30:20,2,No Info,13486,15,MAY,2019,12,55,19,15,30,20.0,1820.0
Air India,6/06/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1:15,0,No Info,3100,6,JUN,2019,19,30,20,45,1,15.0,75.0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,17:55,04:25,34:30,2,In-flight meal not included,15812,6,MAR,2019,17,55,4,25,34,30.0,2070.0
Air India,24/04/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3:5,0,No Info,5201,24,APR,2019,18,5,21,10,3,5.0,185.0
IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:35,21:20,13:45,2,No Info,9413,3,MAR,2019,7,35,21,20,13,45.0,825.0
Jet Airways,1/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1:25,0,No Info,5678,1,JUN,2019,2,55,4,20,1,25.0,85.0
Air India,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,23:10,14:55,1,No Info,6781,3,MAR,2019,8,15,23,10,14,55.0,895.0
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:40,11:25,16:45,1,In-flight meal not included,7832,21,MAR,2019,18,40,11,25,16,45.0,1005.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,18:50,26:50,1,In-flight meal not included,14053,9,MAR,2019,16,0,18,50,26,50.0,1610.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45,13:20,1,In-flight meal not included,10703,9,MAY,2019,20,25,9,45,13,20.0,800.0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,11:25,21:20,1,No Info,20800,1,MAR,2019,14,5,11,25,21,20.0,1280.0
Air India,3/06/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,07:40,18:20,2,No Info,11911,3,JUN,2019,13,20,7,40,18,20.0,1100.0
Vistara,3/04/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2:40,0,No Info,5403,3,APR,2019,7,0,9,40,2,40.0,160.0
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9:35,1,In-flight meal not included,13469,6,JUN,2019,9,35,19,10,9,35.0,575.0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35,15:10,2,In-flight meal not included,11270,6,JUN,2019,21,25,12,35,15,10.0,910.0
Air Asia,24/06/2019,Delhi,Cochin,DEL → BLR → COK,20:45,06:35,9:50,1,No Info,6152,24,JUN,2019,20,45,6,35,9,50.0,590.0
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25,20:25,1,No Info,12452,27,MAR,2019,8,0,4,25,20,25.0,1225.0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20,23:50,1,In-flight meal not included,10844,15,MAY,2019,16,30,16,20,23,50.0,1430.0
IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10:35,1,No Info,8216,18,MAY,2019,11,55,22,30,10,35.0,635.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13:20,1,No Info,13626,12,JUN,2019,6,30,19,50,13,20.0,800.0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,21:20,14:15,2,No Info,7084,6,MAR,2019,7,5,21,20,14,15.0,855.0
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14:20,1,No Info,7575,9,MAY,2019,4,55,19,15,14,20.0,860.0
Air India,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,08:50,24:35,1,No Info,6781,3,MAR,2019,8,15,8,50,24,35.0,1475.0
SpiceJet,15/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1:20,0,No check-in baggage included,2385,15,MAR,2019,5,45,7,5,1,20.0,80.0
GoAir,18/04/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2:55,0,No Info,5048,18,APR,2019,7,45,10,40,2,55.0,175.0
IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30,5:5,1,No Info,5058,12,JUN,2019,20,25,1,30,5,5.0,305.0
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,06:00,13:20,7:20,1,No Info,11269,21,MAR,2019,6,0,13,20,7,20.0,440.0
Multiple carriers,9/04/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6:30,1,No Info,7363,9,APR,2019,19,0,1,30,6,30.0,390.0
Air India,9/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,21:30,19:15,21:45,2,No Info,11762,9,MAR,2019,21,30,19,15,21,45.0,1305.0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,15:05,04:25,13:20,1,No Info,15764,6,MAR,2019,15,5,4,25,13,20.0,800.0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,04:25,18:25,1,In-flight meal not included,10262,12,JUN,2019,10,0,4,25,18,25.0,1105.0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25:30,1,In-flight meal not included,10262,15,JUN,2019,17,30,19,0,25,30.0,1530.0
Air India,6/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17:25,2,No Info,11883,6,MAY,2019,5,50,23,15,17,25.0,1045.0
SpiceJet,21/03/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40,2:20,0,No Info,3847,21,MAR,2019,22,20,0,40,2,20.0,140.0
Jet Airways,12/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1:30,0,No Info,5678,12,JUN,2019,19,35,21,5,1,30.0,90.0
Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15:30,1,No Info,8662,12,MAY,2019,7,10,22,40,15,30.0,930.0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25,14:25,1,In-flight meal not included,12898,27,MAY,2019,14,0,4,25,14,25.0,865.0
SpiceJet,12/05/2019,Banglore,Delhi,BLR → DEL,21:10,00:05,2:55,0,No Info,4423,12,MAY,2019,21,10,0,5,2,55.0,175.0
Air India,12/06/2019,Delhi,Cochin,DEL → BLR → COK,17:40,08:15,14:35,1,No Info,8991,12,JUN,2019,17,40,8,15,14,35.0,875.0
SpiceJet,15/05/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4:55,1,No Info,5409,15,MAY,2019,17,55,22,50,4,55.0,295.0
IndiGo,27/04/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7:35,1,No Info,6442,27,APR,2019,8,35,16,10,7,35.0,455.0
Air India,24/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9:50,2,No Info,9941,24,MAY,2019,12,0,21,50,9,50.0,590.0
IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14:40,2,No Info,6494,21,MAR,2019,6,40,21,20,14,40.0,880.0
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,17:00,01:30,8:30,1,No Info,7198,24,JUN,2019,17,0,1,30,8,30.0,510.0
SpiceJet,09/03/2019,Banglore,New Delhi,BLR → DEL,05:45,08:35,2:50,0,No Info,7110,9,MAR,2019,5,45,8,35,2,50.0,170.0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,09:30,14:35,1,In-flight meal not included,11087,12,MAR,2019,18,55,9,30,14,35.0,875.0
IndiGo,9/05/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2:35,0,No Info,4804,9,MAY,2019,20,20,22,55,2,35.0,155.0
IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2:55,0,No Info,4823,15,JUN,2019,7,10,10,5,2,55.0,175.0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9:35,1,No Info,14151,12,MAY,2019,9,35,19,10,9,35.0,575.0
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05,25:55,1,No Info,7980,1,APR,2019,7,10,9,5,25,55.0,1555.0
Air India,27/04/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50,25:35,1,No Info,6587,27,APR,2019,5,15,6,50,25,35.0,1535.0
Vistara,6/05/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2:15,0,No Info,3687,6,MAY,2019,7,5,9,20,2,15.0,135.0
Air India,15/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15,24:30,2,No Info,13307,15,MAY,2019,18,45,19,15,24,30.0,1470.0
Air India,24/03/2019,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1:25,0,No Info,2050,24,MAR,2019,15,0,16,25,1,25.0,85.0
Vistara,24/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2:50,0,No Info,4668,24,JUN,2019,21,0,23,50,2,50.0,170.0
IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2:50,0,No Info,4990,24,MAY,2019,13,0,15,50,2,50.0,170.0
IndiGo,24/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1:30,0,No Info,4049,24,MAY,2019,6,25,7,55,1,30.0,90.0
IndiGo,6/05/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1:30,0,No Info,4049,6,MAY,2019,9,10,10,40,1,30.0,90.0
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,04:25,21:20,1,In-flight meal not included,6645,27,MAR,2019,7,5,4,25,21,20.0,1280.0
Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1:30,0,No Info,8040,18,JUN,2019,8,45,10,15,1,30.0,90.0
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:35,12:35,1,No Info,8098,21,MAR,2019,13,0,1,35,12,35.0,755.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16:45,1,In-flight meal not included,10262,3,JUN,2019,2,15,19,0,16,45.0,1005.0
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2:50,0,No Info,4990,12,APR,2019,20,0,22,50,2,50.0,170.0
Air India,18/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,17:25,10:35,17:10,2,No Info,12568,18,MAR,2019,17,25,10,35,17,10.0,1030.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9:30,1,In-flight meal not included,11841,6,MAY,2019,14,5,23,35,9,30.0,570.0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10:20,1,No Info,18371,15,JUN,2019,2,15,12,35,10,20.0,620.0
SpiceJet,01/03/2019,Banglore,New Delhi,BLR → PNQ → DEL,10:20,18:15,7:55,1,No Info,23267,1,MAR,2019,10,20,18,15,7,55.0,475.0
IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25,2:20,0,No Info,5277,21,JUN,2019,22,5,0,25,2,20.0,140.0
Air India,27/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40,14:25,2,No Info,13879,27,MAY,2019,17,15,7,40,14,25.0,865.0
IndiGo,9/04/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2:35,0,No Info,4174,9,APR,2019,17,15,19,50,2,35.0,155.0
Air India,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15,23:30,2,No Info,10178,9,MAY,2019,19,45,19,15,23,30.0,1410.0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,04:25,16:40,2,No Info,13882,12,JUN,2019,11,45,4,25,16,40.0,1000.0
Vistara,21/05/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2:45,0,No Info,4878,21,MAY,2019,19,30,22,15,2,45.0,165.0
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2:50,0,No Info,4668,27,JUN,2019,9,45,12,35,2,50.0,170.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22:35,26:35,1,In-flight meal not included,10844,21,MAY,2019,20,0,22,35,26,35.0,1595.0
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12:15,1,No Info,7005,27,JUN,2019,8,45,21,0,12,15.0,735.0
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10:20,1,In-flight meal not included,12898,21,MAY,2019,2,15,12,35,10,20.0,620.0
Air India,15/06/2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:15,15:25,1,No Info,9929,15,JUN,2019,3,50,19,15,15,25.0,925.0
Air India,21/04/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2:50,0,No Info,6094,21,APR,2019,5,10,8,0,2,50.0,170.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,23:00,11:20,1,No Info,16736,6,MAR,2019,11,40,23,0,11,20.0,680.0
Jet Airways,3/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,No Info,7229,3,APR,2019,11,10,14,5,2,55.0,175.0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7:40,1,No Info,8882,18,MAY,2019,4,55,12,35,7,40.0,460.0
IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2:35,0,No Info,4804,12,MAY,2019,20,20,22,55,2,35.0,155.0
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,13:20,5:50,1,No Info,13628,3,MAR,2019,7,30,13,20,5,50.0,350.0
Vistara,27/05/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3:10,0,No Info,6216,27,MAY,2019,14,40,17,50,3,10.0,190.0
Air India,21/05/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50,25:35,1,No Info,7480,21,MAY,2019,5,15,6,50,25,35.0,1535.0
Air India,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,16:15,6:15,1,No Info,11936,12,JUN,2019,10,0,16,15,6,15.0,375.0
SpiceJet,18/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2:15,0,No Info,3859,18,MAR,2019,8,20,10,35,2,15.0,135.0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05,14:5,1,In-flight meal not included,8586,12,MAY,2019,20,0,10,5,14,5.0,845.0
Vistara,01/03/2019,Banglore,New Delhi,BLR → DEL,21:10,00:05,2:55,0,No Info,21730,1,MAR,2019,21,10,0,5,2,55.0,175.0
